0.216877	0.126554
0.224780	0.119932
0.244607	0.132110
0.214521	0.122846
0.232118	0.161140
0.218914	0.095723
0.179750	0.137868
0.150344	0.078797
0.217464	0.107399
0.164851	0.119963
0.215994	0.044346
0.192444	0.138809
0.245233	0.083057
0.197689	0.126684
0.292620	0.153331
0.211593	0.197693
0.221918	0.112960
0.249940	0.050135
0.174446	0.147663
0.261914	0.085238
0.254485	0.074811
0.243894	0.112679
0.268359	0.136476
0.272369	0.182222
0.203463	0.063655
0.200087	0.170021
0.144587	0.140406
0.214687	0.095729
0.215900	0.150663
0.185922	0.125808
0.291359	0.145859
0.300598	0.138614
0.288803	0.083747
0.202142	0.096067
0.196074	0.178648
0.232397	0.122142
0.244124	0.210118
0.194662	0.131960
0.169738	0.161906
0.228468	0.127719
0.220088	0.158881
0.155005	0.093222
0.246546	0.138365
0.248562	0.130167
0.168019	0.108852
0.175805	0.083789
0.201145	0.189899
0.198151	0.134313
0.205284	0.127717
0.140304	0.104623
0.195040	0.082128
0.301892	0.104580
0.187296	0.156899
0.277536	0.174822
0.228961	0.127715
0.235789	0.110702
0.173507	0.143447
0.264952	0.112054
0.236991	0.031931
0.231147	0.095991
0.172432	0.129201
0.288622	0.095642
0.247680	0.148311
0.275242	0.120917
0.164225	0.129357
0.204414	0.138105
0.250856	0.132519
0.255403	0.138367
0.218592	0.111537
0.253182	0.195733
0.216171	0.132760
0.287607	0.138196
0.120573	0.110712
0.223565	0.157031
0.220302	0.125678
0.190831	0.091599
0.159162	0.133660
0.228044	0.183606
0.236658	0.121392
0.240247	0.165293
0.210949	0.072398
0.161378	0.075206
0.268424	0.084497
0.252339	0.182154
0.231014	0.096596
0.208601	0.130456
0.181012	0.155463
0.249155	0.040658
0.214912	0.127665
0.222203	0.165026
0.299061	0.157772
0.241371	0.078739
0.212766	0.127907
0.247896	0.154813
0.217452	0.154892
0.282430	0.053818
0.239976	0.084037
0.212003	0.055100
0.269470	0.199762
0.148339	0.195251
0.493507	0.172162
0.424532	0.145457
0.492308	0.143451
0.500019	0.222693
0.497364	0.108660
0.462081	0.174525
0.442476	0.130122
0.455618	0.178762
0.483191	0.169365
0.448865	0.082577
0.560991	0.197114
0.440339	0.080317
0.488847	0.167902
0.506336	0.219150
0.471121	0.180798
0.476156	0.128742
0.480134	0.198321
0.489868	0.172295
0.459837	0.159727
0.458179	0.145376
0.489980	0.164013
0.437132	0.148821
0.482259	0.168324
0.494657	0.133463
0.531521	0.177595
0.479895	0.177029
0.445620	0.262573
0.506237	0.181173
0.506839	0.179124
0.496682	0.127688
0.438260	0.196255
0.527311	0.117658
0.515455	0.084166
0.484068	0.132703
0.501038	0.203154
0.482365	0.164370
0.454751	0.176143
0.471742	0.165021
0.469694	0.203510
0.449700	0.168331
0.532215	0.103049
0.469355	0.178196
0.506427	0.127049
0.406179	0.213957
0.481944	0.148354
0.475682	0.183550
0.481823	0.150745
0.512313	0.123818
0.529291	0.207318
0.507648	0.156031
0.546218	0.157637
0.460674	0.207124
0.565588	0.133246
0.460601	0.160834
0.482723	0.176755
0.473351	0.164411
0.562768	0.109963
0.471608	0.241579
0.414367	0.177319
0.466439	0.155320
0.562904	0.119050
0.436375	0.214542
0.497485	0.186542
0.492020	0.192942
0.487400	0.159772
0.406332	0.157008
0.483762	0.083595
0.497966	0.236761
0.490380	0.092632
0.485797	0.168736
0.511848	0.127757
